442062;28476;306053
15654;220;306053
198282;91396;306053
368553;216;306053
24468;161493;306053
208635;13249;306053
209524;35150;306053
366132;283;306054
39086;5508;306054
274980;52514;306054
137844;205;306054
115996;17930;306055
190789;9003;306055
233287;8135;306055
381415;220;306056
243996;43643;306056
303822;57543;306056
107738;58739;306057
314565;283;306057
94160;56296;306057
25455;14454;306057
248433;283;306057
153317;249681;306058
290174;7436;306058
157182;21280;306058
84726;88;306059
209950;55128;306059
361901;37523;306059
325254;88;306059
33028;130884;306059
188136;14454;306060
101597;35843;306060
130985;88;306060
206053;220;306060
370407;220;306060
201154;58742;306060
271465;166096;306061
358398;8806;306061
291148;166096;306062
331175;8806;306062
437272;220;306062
206512;979;306062
286452;231;306062
152437;130884;306062
138412;39402;306063
393873;62205;306063
297581;13249;306063
268724;8959;306063
175735;205;306064
150374;16460;306066
276713;88;306066
297878;302904;306066
358602;88;306067
52941;969;306067
73966;1214;306067
428266;7533;306068
425119;453147;306069
101646;213;306069
260963;200193;306069
425483;88;306070
191779;130927;306070
218269;220;306071
227699;301;306071
70406;23111;306071
425119;453147;306072
166118;7436;306072
385798;232;306072
188884;249681;306073
108541;49178;306074
86960;86898;306074
438446;8767;306074
106745;220;306074
356136;47666;306074
26633;2941;306074
447035;31650;306075
406495;75362;306075
35486;41371;306075
13038;13813;306076
450859;36252;306076
54089;27738;306076
419133;220;306076
154301;130884;306077
40172;1637;306077
10916;11714;306077
272513;88;306078
154734;7691;306078
122448;184150;306078
51110;130884;306078
304454;1276;306078
89154;229;306079
331044;68278;306079
341312;68307;306079
61479;4363;306080
392831;216;306080
110714;113823;306080
397443;16344;306081
124373;88;306081
369827;1276;306081
135521;142543;306081
46265;220;306081
26397;220;306081
345358;14454;306082
7569;58574;306082
48650;879;306082
34272;5508;306082
356136;27029;306082
70754;3571;306082
234542;31650;306082
210647;14549;306082
177652;3998;306082
47635;2907;306082
412381;327052;306083
150769;197954;306083
257742;283;306083
428266;16460;306083
421220;14454;306083
49563;49553;306083
267507;63;306084
393251;553;306084
266686;229;306084
48317;130884;306084
409910;65587;306085
87774;88;306085
353485;11555;306086
22089;205;306086
96871;241779;306086
65411;2907;306087
96043;8595;306087
63910;75797;306087
101872;375335;306088
125583;14454;306089
241264;4200;306089
54685;70482;306090
377945;14454;306090
191642;17729;306090
306654;174812;306090
428266;8959;306090
28763;92;306090
272513;2342;306091
443905;5245;306091
308563;16460;306091
100068;62215;306091
125278;349;306091
80514;85266;306092
286911;2882;306092
149564;4363;306092
37399;220;306093
384981;225318;306093
215144;220;306093
191539;20050;306093
18455;1037;306093
9646;1276;306093
422698;220;306093
142708;29750;306094
218639;16708;306094
398406;200971;306094
93271;39074;306095
47876;71798;306095
26397;88;306095
403437;26352;306096
268511;88;306096
403958;973;306097
191342;206;306097
212571;130884;306097
427203;220;306097
259692;54483;306097
41041;62903;306098
212840;11946;306098
96826;71;306098
433888;1276;306098
307736;220;306098
124564;58574;306098
269477;283;306099
116789;51715;306099
186574;14454;306100
342342;14572;306100
409344;88;306101
177652;3998;306101
10217;36086;306101
142585;1988;306102
369045;283;306102
285207;283;306102
165839;58093;306102
1160;130884;306103
370010;68278;306103
138548;15538;306105
81912;6958;306105
63157;205;306105
33081;13249;306106
364533;7416;306106
401459;5226;306106
43597;4076;306107
44637;511;306107
38535;130884;306107
311533;325624;306108
409344;356;306109
132076;519;306109
286452;3164;306109
122498;9003;306109
40779;58574;306110
272513;88;306110
434866;383;306110
279006;14572;306110
110456;87873;306110
381605;14454;306110
2294;455;306110
255852;392500;306111
434961;31650;306111
44618;130884;306112
449540;26153;306112
304484;7568;306112
278479;53684;306112
176930;50134;306112
272513;88;306113
132076;519;306113
122762;14389;306114
356289;7540;306114
281503;326489;306114
442481;240337;306115
120934;63776;306115
190671;88;306115
78896;31650;306115
140218;4363;306115
182449;220;306115
272513;88;306116
188246;14454;306116
448642;220;306116
265052;3228;306118
50107;34591;306118
142954;129069;306119
88828;220;306119
386547;280;306119
201511;14572;306119
265276;2907;306119
81567;756;306119
94064;113737;306120
52387;2882;306120
178839;5508;306120
84375;13416;306121
85643;130884;306121
226551;88;306121
210248;43643;306121
252374;229;306121
323231;163750;306121
388456;20050;306122
214942;220;306122
436365;8988;306122
210710;18325;306123
17024;130884;306123
255238;37523;306123
338682;88;306124
454634;356;306124
2864;2882;306124
294279;58574;306124
373472;43643;306125
42013;519;306125
255097;349;306126
402094;57138;306126
412466;55951;306126
65026;54343;306126
36802;59025;306126
100129;88;306127
439892;39511;306127
132582;1531;306127
115573;14564;306127
283718;34071;306128
412719;7717;306128
261360;29380;306129
323216;206797;306129
330728;290641;306129
42013;519;306130
114221;3188;306130
421430;43643;306130
126254;49182;306130
208315;10964;306130
425455;58522;306130
284909;220;306131
65874;61101;306131
397146;14549;306131
82987;2320;306131
437188;198079;306131
321147;8765;306131
315343;16452;306131
281544;294131;306131
260094;5508;306132
397935;229;306133
47868;32772;306133
270660;58574;306133
105329;7956;306133
392074;14454;306133
350908;34612;306133
360635;6948;306134
392153;130884;306134
361754;31444;306134
157182;349;306135
41775;519;306135
391863;8806;306136
191342;206;306136
132672;519;306136
208325;14454;306136
102252;67158;306136
51878;7067;306136
184616;2055;306136
455320;30986;306137
2903;58522;306137
286391;519;306138
64590;2822;306138
317657;8460;306138
292650;58574;306139
218318;220;306139
283031;347823;306140
177652;3998;306140
36181;88;306141
300253;54222;306141
451934;356;306141
100129;759;306142
381116;27744;306142
132672;519;306142
126240;12750;306142
138968;5438;306142
290475;205;306143
145815;8303;306143
394777;283;306143
53482;175211;306143
330014;88;306143
56641;130884;306144
372820;20385;306144
366425;11555;306144
375107;75362;306144
326916;61101;306144
59931;165941;306145
291786;42927;306146
96512;21351;306146
126419;36252;306146
384063;138;306146
25607;14454;306146
105941;283;306147
567;456;306147
188048;26687;306147
326531;1988;306147
47669;891;306147
83444;2700;306148
27988;3571;306148
188513;2055;306148
396203;4751;306149
348832;6050;306149
271494;2055;306149
454376;5226;306150
242413;220;306150
135696;8806;306150
364489;49182;306151
377912;220;306151
1780;220;306151
275589;19843;306151
110097;18792;306152
284982;283;306152
7473;39889;306152
46999;175586;306152
178313;160776;306153
396560;64906;306153
132808;220;306153
128906;86822;306154
274616;283;306154
127180;229;306154
100129;1276;306155
247647;110251;306155
301391;57138;306155
368712;79647;306156
170038;418669;306156
402693;10033;306156
444903;220;306157
134881;99160;306157
26455;67158;306158
401805;57138;306159
94206;2055;306160
319146;52387;306160
357061;231407;306161
452453;88;306161
151873;283;306161
64994;71822;306162
385380;7932;306162
239245;130884;306162
423751;52512;306163
115054;20385;306163
261115;349;306163
213247;213246;306164
283036;58739;306164
422754;356;306164
320332;320333;306164
327152;392486;306165
135609;31650;306165
211640;348261;306165
38535;77;306165
143557;43121;306165
273359;129069;306166
267717;225909;306166
271195;205;306166
189179;2055;306167
67829;146585;306167
321313;62903;306167
387922;456;306167
244350;73435;306168
297272;88;306168
260573;220;306169
249690;367695;306169
247071;130884;306169
128875;8135;306169
249149;283;306170
423368;2055;306170
427965;40279;306170
172350;167223;306170
263951;26691;306170
93732;2055;306170
320332;2055;306171
456060;2055;306172
199482;220;306172
308094;110210;306173
240611;142667;306173
360394;2055;306174
70977;220;306174
25607;45605;306174
8258;220;306174
143553;220;306175
327338;48187;306175
263721;68278;306175
273077;27744;306176
267834;235997;306176
18596;220;306176
340519;519;306176
375586;2055;306176
327768;328701;306176
343357;413727;306176
278909;24514;306177
280402;1276;306177
122653;3571;306177
421532;957;306179
126776;88;306179
407620;255846;306179
250676;38174;306180
208846;208845;306180
100746;81091;306180
240611;142667;306181
17462;24;306181
197712;88;306181
408279;2014;306181
27741;282824;306181
6353;15821;306181
251041;8959;306182
447880;220;306182
95986;62514;306182
307561;14549;306182
386221;220;306183
55128;107020;306183
292727;5508;306183
46560;88;306184
230144;335365;306184
404876;14454;306184
394310;130884;306184
420832;68278;306186
53867;99695;306187
23888;14454;306187
276127;38210;306187
450167;5193;306187
227462;229;306188
364689;185397;306188
180025;12818;306188
109277;92;306189
263468;273;306189
123185;365104;306189
442868;88;306190
120295;7436;306190
304454;5226;306191
334285;181676;306191
213421;13249;306191
240611;88;306192
104924;54214;306192
323227;14454;306192
82037;4363;306192
451132;259229;306193
237044;8303;306193
434866;383;306194
292482;214716;306194
406576;2055;306194
157182;43;306194
263951;283;306194
267146;283;306194
368251;428877;306194
372565;4740;306194
271233;2055;306195
350247;14625;306195
17192;130884;306196
440835;2055;306196
332648;63;306196
157399;8806;306196
95986;88;306196
199583;68278;306196
407620;283;306198
177053;88;306198
18534;816;306198
234623;19913;306199
338443;108693;306199
151739;220;306199
411962;7436;306199
434213;34963;306200
152198;130884;306200
150756;53671;306200
284191;36252;306200
348488;64577;306200
321960;14454;306201
132681;2055;306201
449128;88;306201
288416;16460;306202
49707;43689;306202
394974;283;306202
171722;220;306203
203432;4336;306203
411221;8959;306203
23888;54550;306203
152931;229;306203
361365;67158;306203
368899;314404;306205
177652;3998;306205
8245;15769;306206
249685;36230;306208
7289;3946;306208
399375;7533;306209
231529;31650;306210
82790;8321;306210
268877;21351;306211
271920;554;306211
18102;519;306211
315915;397139;306212
422824;13416;306212
393457;71265;306212
83949;216246;306212
53815;99695;306213
185678;11714;306213
371516;288736;306214
358516;429025;306214
30261;88;306215
275764;88;306215
424846;138;306216
390240;816;306216
260886;213728;306216
215491;5438;306217
30795;2055;306218
357067;5193;306219
335642;220;306219
400499;4076;306219
71872;245301;306219
19833;118818;306219
386719;283;306219
270339;58574;306220
423751;90495;306220
170187;349;306220
30635;220;306220
415843;65063;306220
144314;2342;306220
385639;239991;306221
100129;14454;306222
422801;2055;306222
297272;31617;306222
177882;80101;306223
144960;8321;306223
366066;68278;306223
428264;220;306224
198622;220;306224
191522;194657;306224
328673;5226;306224
125583;220;306224
246888;2567;306224
251478;2055;306225
24704;10853;306225
50272;77365;306225
176289;88;306225
204639;220;306225
415025;223;306226
300359;220;306226
392977;220;306226
270594;8806;306226
226417;272055;306226
200048;220;306227
195127;14454;306227
223710;13249;306228
364596;13249;306228
154461;2882;306228
224298;419058;306228
32186;220;306228
225951;82983;306228
251862;251860;306229
139812;3946;306229
98116;2055;306229
85728;130884;306230
3421;8321;306230
262173;80247;306230
7393;220;306230
304049;220;306231
220362;1568;306231
261821;21062;306232
294830;155644;306232
286020;130884;306232
62581;66495;306232
15092;1276;306233
52808;14355;306233
71974;88;306234
338378;7533;306234
242000;109872;306234
434866;383;306235
344280;11036;306235
446039;5681;306235
392248;519;306236
360438;134095;306236
69239;220;306236
8466;220;306236
335769;88;306236
299005;14572;306236
239595;39928;306237
350247;57279;306237
279547;283;306237
95702;118818;306238
275155;175586;306238
104718;64789;306239
200925;99695;306239
230122;220;306240
401246;220;306240
92877;14454;306241
2600;220;306241
236721;110864;306241
112585;349;306242
49441;113548;306242
92079;66682;306242
276285;220;306243
108860;13416;306243
186574;220;306243
49982;220;306243
97922;220;306243
29293;2216;306244
154511;205;306244
296322;118818;306244
342022;39928;306244
449319;89016;306244
156965;37523;306244
424807;30578;306244
312703;14549;306245
259849;4336;306245
428563;62428;306245
74220;2417;306245
207865;58574;306246
206053;816;306246
116122;98324;306246
292156;8959;306246
123226;5226;306247
211776;164010;306247
123408;14454;306247
52453;114;306247
215675;3604;306247
240196;220;306248
17247;43717;306248
351592;2055;306248
137118;14454;306249
106928;220;306249
25545;24;306249
267893;16832;306249
279547;2934;306249
398754;88572;306249
128205;220;306249
8757;19991;306250
408038;220;306250
167465;13249;306250
139544;88;306250
85807;42643;306250
192606;34963;306251
386221;220;306251
267568;31650;306251
231109;98931;306252
358140;60169;306252
25100;130884;306252
18924;4336;306252
146662;30829;306252
277738;217380;306252
212289;1276;306252
284797;220;306252
245309;2055;306252
330244;2055;306252
93891;13249;306253
432142;8806;306253
106323;241409;306253
44637;2160;306253
117016;220;306253
54248;220;306253
413249;7436;306254
84012;13795;306254
387977;31223;306254
35168;519;306254
328673;11346;306254
237192;2417;306254
4360;10853;306255
131592;8806;306255
216553;3571;306255
35168;519;306255
394025;5193;306256
304269;220;306257
455916;2055;306257
59749;16708;306257
278634;2417;306257
365134;283;306257
44370;19913;306257
203917;4076;306258
335393;8959;306258
415699;86822;306258
158425;220;306258
285427;14564;306258
193668;129211;306258
225460;7436;306258
58956;19991;306259
347236;6948;306260
100129;98637;306260
25695;220;306260
30621;220;306260
351648;2055;306260
47468;132585;306261
215675;677;306262
438121;225908;306263
409196;352;306263
443744;225908;306263
285937;68278;306263
378628;95922;306263
47563;220;306263
6982;519;306263
222600;5193;306264
172708;12648;306264
224959;46530;306264
66656;957;306264
348296;75362;306264
421220;197954;306264
127103;220;306264
264896;2934;306264
39615;14564;306265
383977;220;306265
47117;519;306265
165077;356;306265
117478;220;306265
413249;4076;306266
352715;37523;306266
46085;220;306266
329841;225908;306266
374743;2342;306267
37408;220;306267
309137;78692;306267
213360;216246;306268
113792;220;306268
190816;20522;306268
356695;5508;306268
66793;236;306269
452616;14454;306269
409566;7533;306269
388215;125977;306269
53246;6948;306270
220831;1275;306270
267536;14572;306270
235504;220;306271
190642;101396;306271
242413;220;306271
431547;225908;306271
222740;25068;306272
307767;62378;306272
435817;175211;306272
221924;220;306272
327268;10853;306272
130301;220;306272
306825;37523;306273
150731;220;306273
286403;456;306273
44370;19913;306273
61892;220;306274
255832;2055;306274
212984;220;306274
147;9762;306274
202595;456;306274
374306;51757;306274
215675;677;306274
100129;205;306275
357119;58574;306275
279890;74855;306275
228371;7956;306275
201316;220;306275
317142;35062;306276
185593;8303;306276
327268;2177;306276
112654;3726;306276
238652;220;306276
142071;220;306277
137850;130884;306277
56116;4363;306277
94853;2177;306278
404346;35150;306278
393969;100345;306278
104148;130884;306278
270672;270671;306278
197311;816;306278
25027;220;306279
12680;220;306279
383081;7533;306279
7209;957;306279
296686;16452;306279
146793;220;306280
407448;301;306280
279547;236;306280
200026;220;306280
59605;59601;306281
383879;11792;306281
209869;220;306281
124547;220;306281
35758;220;306281
202936;14166;306282
158717;2177;306282
295275;205;306282
172148;220;306282
33859;59427;306282
306136;7540;306282
334888;146284;306282
279582;261415;306282
24732;33568;306283
258911;283;306283
139082;220;306283
150731;14454;306283
22090;22138;306283
274390;225908;306284
255097;363386;306284
296540;64577;306285
190900;205;306285
439917;220;306285
390647;35145;306285
189064;220;306285
239360;88572;306286
253291;14454;306286
35758;220;306286
382695;39893;306287
297777;146284;306287
54275;3228;306287
54476;220;306287
272190;64203;306288
355222;220;306288
201664;130211;306288
164828;8303;306288
431621;220;306289
226540;220;306289
237571;220;306289
302049;35295;306289
38170;229;306289
344978;68278;306290
400144;283;306290
14815;2417;306290
54301;39889;306290
166521;220;306291
353800;130884;306291
243486;72765;306292
311287;30651;306292
287529;7436;306292
132850;1881;306292
451408;225908;306292
421527;220;306292
439656;34809;306292
408048;374006;306292
324318;220;306293
385978;519;306293
107548;130884;306293
31050;2055;306293
331027;225908;306293
385171;45605;306293
94637;2055;306293
319189;88;306294
137991;220;306295
113163;220;306295
345775;677;306296
150731;759;306296
422755;2055;306296
732;9762;306297
191620;816;306297
338378;8806;306297
314748;88;306297
260677;34963;306297
278557;7533;306297
16143;55804;306297
363811;236;306297
66793;2934;306298
339297;2177;306298
65000;519;306298
115223;13249;306298
5204;11666;306298
455009;68278;306298
310494;236;306298
211435;27738;306299
196383;2177;306299
134221;318042;306300
306973;283;306300
185564;88;306300
197589;220;306300
32016;14454;306300
8591;8757;306300
274425;130884;306300
87533;130884;306301
144754;9762;306301
102404;89495;306301
394136;5226;306301
82915;88;306301
212146;8938;306301
401606;13347;306302
402938;35062;306302
194857;174836;306302
411242;5226;306302
359781;225908;306302
271909;138;306302
308259;225908;306303
81160;11876;306303
299789;130884;306303
426184;225908;306303
358546;37523;306303
289183;38424;306303
138996;3571;306303
22489;209226;306303
175793;220;306303
104858;220;306304
328069;31650;306304
77185;220;306304
267536;26352;306304
423506;4076;306304
251860;220;306305
343385;11546;306305
204691;280;306305
332057;57138;306305
148136;8303;306305
409549;27744;306305
357936;2342;306305
455124;68278;306306
164073;88;306306
227993;130884;306306
40217;45501;306306
181552;2055;306306
159915;283;306306
385924;14454;306306
100129;118818;306307
242685;220;306307
184908;14454;306307
153190;14454;306307
265716;60035;306307
128602;130884;306308
343934;26352;306309
93164;245095;306309
162219;9003;306309
351648;88;306309
15934;54077;306309
29619;220;306310
277125;220;306310
401995;220;306310
175503;161502;306310
49741;80429;306310
258020;220;306311
5737;9762;306311
139614;35145;306311
396756;225908;306311
131769;49274;306311
425221;225908;306311
244704;220;306311
232235;5226;306312
295082;50901;306312
395644;220;306312
117953;283;306312
329445;23526;306312
178490;220;306312
249839;5508;306312
350849;113690;306313
342299;220;306313
147710;2417;306313
85807;88;306313
133993;130884;306313
21710;17689;306313
215675;5226;306313
252744;220;306314
178779;39928;306314
306973;38711;306314
398419;166096;306314
234402;12465;306314
67828;130884;306314
5305;519;306314
202659;2177;306314
421482;3084;306315
189156;519;306315
335769;88;306315
106322;2934;306315
130347;10131;306316
375110;220;306316
373899;225318;306316
326235;8959;306316
414997;266306;306317
100129;1881;306317
197651;369;306317
406915;225908;306317
75437;80868;306317
312907;253142;306317
286112;130884;306318
416147;2662;306318
365635;220;306318
408996;62903;306318
89846;13249;306319
384070;75365;306319
42702;220;306320
319844;8806;306320
48267;689;306321
105852;2662;306321
184502;88;306321
6415;1276;306322
158578;2177;306322
216247;216246;306323
301274;55965;306323
163247;816;306323
352382;857;306323
68206;10853;306323
39973;4363;306323
435757;225908;306324
214001;487;306324
73654;13249;306324
118189;68307;306324
235243;111319;306324
53246;7533;306325
64994;30298;306325
145044;740;306325
200733;373317;306326
67966;27738;306326
20153;23159;306326
365442;2055;306326
85088;9762;306326
122507;13416;306326
375451;123488;306327
163247;220;306327
267536;6948;306327
268944;16477;306327
94029;220;306328
260311;220;306328
29271;13249;306328
51731;2934;306328
283076;220;306329
212637;352;306329
393752;34268;306329
442862;225908;306329
336371;26398;306329
314283;20522;306330
349827;68278;306330
105057;2882;306330
31462;13820;306330
121428;9964;306330
414157;9003;306331
70191;7067;306331
68340;220;306331
138734;13078;306331
254689;14454;306331
312329;35150;306331
39322;51692;306331
204909;99695;306331
340009;759;306332
369347;58028;306333
450684;205;306333
17040;130884;306334
56562;2177;306334
346010;3571;306335
422124;68278;306335
159185;2567;306335
184502;8806;306335
390453;1896;306336
423944;349;306336
237587;2934;306336
15026;15856;306336
2111;44084;306336
255236;68371;306337
220181;220;306337
240453;2055;306337
307736;88;306337
128576;3188;306337
65843;69237;306337
156189;2177;306337
456071;225908;306338
68696;64789;306338
355663;318042;306338
118304;68307;306338
370269;220;306338
367972;35062;306338
208963;205;306338
337129;8767;306339
12991;2645;306339
337459;31444;306339
317142;14625;306340
432322;220;306340
376793;225908;306340
427886;220;306340
332243;198048;306340
5305;4076;306340
204776;98931;306341
223295;175211;306341
224189;2417;306341
366771;19913;306341
274655;8984;306341
251338;13416;306342
71991;8757;306342
212829;220;306342
298688;2055;306343
156055;379726;306343
10242;130884;306343
54904;105121;306343
414524;67032;306343
401606;13233;306344
146004;816;306344
423236;14549;306344
333907;220;306344
82501;53162;306344
122393;34963;306344
369972;40312;306345
294514;8767;306345
193444;326603;306346
46879;229;306346
145844;3571;306346
322962;4424;306346
77293;14454;306346
151788;220;306346
438298;225908;306347
270594;156965;306347
390453;5226;306348
390978;6948;306348
43676;7007;306348
89356;13416;306348
401229;816;306349
143862;168969;306349
26446;389;306349
289247;225908;306350
218575;88;306350
260773;220;306350
336524;225908;306350
331420;331423;306351
162834;14572;306351
419465;88;306351
215632;29864;306352
42901;93172;306352
169793;77365;306352
397577;62514;306352
184274;2055;306352
182032;220;306352
378289;27744;306352
93718;220;306353
379331;4076;306353
206648;220;306353
298484;49182;306354
279719;68278;306354
405438;76708;306354
94310;2417;306354
215675;88;306354
124678;356;306355
345775;13798;306355
155591;130884;306355
241002;101872;306355
4704;9964;306355
201539;220;306356
148555;220;306356
272573;220;306356
152014;14454;306356
300115;43643;306357
162869;37502;306357
76242;6408;306357
454187;759;306357
317142;34719;306358
74673;14625;306358
207964;188834;306358
235243;44086;306358
202076;38767;306358
339819;32972;306359
147611;36357;306359
106382;220;306359
316728;318042;306359
373558;8806;306359
216244;216246;306360
284522;5508;306360
370407;220;306360
185405;223092;306360
149977;229;306360
401602;62428;306361
368304;39928;306361
125979;2055;306361
150731;7436;306361
383942;95905;306361
229548;51757;306361
181310;220;306362
293796;7569;306362
100215;41502;306362
332692;35145;306362
148241;393184;306362
229177;5793;306362
74161;2417;306362
135641;130884;306362
194250;816;306363
302048;30651;306363
129732;9762;306363
126459;10752;306363
65678;220;306363
206110;86214;306363
264221;58522;306363
168647;9964;306363
434814;14564;306364
15801;9964;306364
242475;283;306364
258022;245095;306365
420425;88;306365
219151;5508;306365
405593;59887;306365
242118;6373;306365
429647;88;306365
199448;223;306365
385278;88615;306365
56489;2055;306365
443284;2055;306365
336203;519;306366
238501;220;306366
69420;130884;306366
69567;220;306366
341045;8959;306367
9851;187844;306367
289361;12318;306367
39439;689;306367
189158;2417;306367
142900;53877;306367
279625;35557;306367
44370;19913;306367
244942;35371;306368
66692;376;306368
13074;9964;306368
60585;2055;306368
127597;23798;306368
145955;220;306369
31050;16452;306370
357505;2055;306370
108460;2934;306370
7580;38205;306371
322671;16452;306371
50272;30986;306371
312603;220;306371
92854;88;306371
67189;7067;306371
311095;14454;306371
303777;2177;306372
54683;9762;306372
196201;381700;306372
318157;225908;306372
201857;2882;306372
137685;130884;306372
301956;1852;306373
435176;88;306373
198056;124861;306373
54894;9762;306373
396559;220;306373
164633;34295;306373
302268;715;306373
31462;4635;306373
240263;3866;306373
64516;2417;306374
154186;14570;306374
451865;220;306374
285868;220;306374
300967;677;306374
333640;62903;306374
174832;130884;306374
159376;14454;306374
392639;62205;306375
328033;220;306375
193158;2934;306375
266961;80868;306375
150912;80247;306376
42128;220;306376
148894;56684;306376
181183;220;306376
66318;46505;306376
439003;519;306376
128576;88;306377
317909;6948;306378
328478;138;306378
192606;61421;306378
449540;88;306378
430080;60035;306378
107040;14549;306378
426990;19908;306379
100129;5226;306379
26354;8806;306379
413530;3571;306379
164633;71651;306379
325216;365241;306379
292624;45501;306380
260459;2934;306380
50386;128425;306380
138568;236;306380
2885;2911;306380
331126;2055;306382
321813;225908;306382
308030;370;306383
120584;120589;306383
233867;6948;306383
13617;6648;306383
28451;220;306383
335332;68278;306384
351247;2055;306384
130246;220;306385
248279;38205;306385
39841;9964;306385
38144;38205;306385
162183;54077;306385
306440;129563;306386
409056;519;306386
274108;13416;306386
103994;5226;306386
38756;1343;306386
187848;5245;306387
342043;42927;306387
92989;14454;306387
247813;236;306387
66081;283;306388
24900;1945;306388
64124;9964;306388
109298;220;306388
13076;9964;306388
165944;85770;306388
98439;9964;306389
409056;519;306389
339512;283;306389
289117;434359;306389
204533;5335;306389
163531;63;306389
392012;225908;306390
90819;2417;306390
290853;2911;306390
8564;220;306390
285411;14454;306390
248279;38205;306391
108089;220;306391
87321;58012;306391
271802;5335;306391
421276;225908;306392
146292;553;306392
64328;13249;306392
100129;5245;306394
370714;19913;306394
166893;8;306394
195332;169871;306394
28479;759;306394
384716;2055;306395
311544;162845;306395
112003;220;306396
93489;216246;306396
200984;2934;306396
372213;283;306396
242737;220;306396
73676;1276;306396
199823;12062;306397
160988;74075;306397
188048;2177;306397
68427;9430;306397
269960;2934;306397
181190;165970;306397
353121;283;306398
385493;37437;306398
34739;9762;306398
177824;34268;306398
223529;5245;306398
181190;55804;306398
356499;118818;306399
117383;42922;306399
66320;2417;306399
308330;308325;306400
158575;11714;306400
36734;519;306400
24184;1037;306400
181190;68131;306400
164153;40972;306400
113502;38225;306401
132582;25899;306401
370949;373525;306401
151331;39493;306401
365735;68278;306402
103521;9964;306402
202370;12753;306402
266322;225908;306402
145392;239457;306402
292409;194657;306402
181190;68131;306402
394001;88;306403
179809;92610;306403
215236;87612;306403
145703;133572;306403
127218;88;306404
9151;25187;306404
283386;13249;306404
272715;2417;306404
256608;15769;306404
181190;5516;306404
107305;303481;306404
389737;34312;306405
298272;61101;306405
435187;132091;306405
232850;1276;306406
278105;220;306406
240196;220;306407
22150;22169;306407
121353;130884;306407
107858;220;306407
333204;333203;306407
398066;62428;306407
291323;166981;306408
229679;229676;306409
29521;816;306409
94815;13249;306409
187063;220;306409
440440;200113;306409
315771;67997;306409
212813;40610;306409
78929;2417;306410
396735;12751;306411
